Encampment report id,Longitude,Latitude,People_starting_here
25-112888,-122.532545,45.501518,3
25-212239,-122.76367,45.59176,3
25-212331,-122.634292,45.461814,3
25-212335,-122.634304,45.485733,3
26-109459,-122.673356,45.506913,3
25-112820,-122.692459,45.515504,3
25-145267,-122.614755,45.478346,3
25-145295,-122.656254,45.51358,3
25-145303,-122.6759,45.527342,3
25-145215,-122.673351,45.524218,3
25-145219,-122.687124,45.515329,3
25-179249,-122.680871,45.533452,3
25-190357,-122.672924,45.523255,3
25-190371,-122.566867,45.519393,3
25-190376,-122.513105,45.518903,3
26-130215,-122.578773,45.546339,3
26-119530,-122.488042,45.486251,3
26-119540,-122.580812,45.546352,3
25-179272,-122.657418,45.509304,3
25-179288,-122.670051,45.536538,3
25-179162,-122.566621,45.509005,3
26-130218,-122.597548,45.497935,3
25-145332,-122.682974,45.58917,3
25-145334,-122.533947,45.520619,3
25-145358,-122.668791,45.585642,3
25-145258,-122.646783,45.499122,3
25-190328,-122.656823,45.507441,3
25-190335,-122.674383,45.524848,3
26-149669,-122.650608,45.500103,3
26-149671,-122.636302,45.517889,3
25-112861,-122.727268,45.590463,3
26-130141,-122.673375,45.509166,3
25-178974,-122.673959,45.517989,3
25-179235,-122.627372,45.504591,3
26-119503,-122.555544,45.532275,3
25-112825,-122.680517,45.512577,3
25-112835,-122.556806,45.533532,3
26-149682,-122.635614,45.490309,3
26-149683,-122.672331,45.521261,3
26-109491,-122.616799,45.537752,3
25-212263,-122.649445,45.47658,3
26-149719,-122.537676,45.50231,3
26-149722,-122.688308,45.525699,3
26-119518,-122.634431,45.485443,3
26-130159,-122.534975,45.522642,3
25-145375,-122.56633,45.52244,3
26-130204,-122.729696,45.590996,3
25-179128,-122.599704,45.475628,3
25-179141,-122.547834,45.502571,3
25-112763,-122.484579,45.492951,3
25-112764,-122.510127,45.501659,3
25-112774,-122.654835,45.499757,3
25-112787,-122.498654,45.548121,3
25-212379,-122.680108,45.562657,3
25-212382,-122.518598,45.477007,3
25-212329,-122.585725,45.497177,3
26-109440,-122.549357,45.497398,3
26-109443,-122.622281,45.533984,3
25-212342,-122.648454,45.515737,3
25-212352,-122.653528,45.577219,3
25-145474,-122.650699,45.517664,3
25-145483,-122.675765,45.508306,3
25-145493,-122.551015,45.475044,3
25-178998,-122.58905,45.486594,3
25-212362,-122.62061,45.50449,3
25-212364,-122.53715,45.48277,3
25-112799,-122.609967,45.54012,3
25-112730,-122.665325,45.518,3
25-112755,-122.557577,45.534358,3
26-149706,-122.50586,45.52431,3
26-149709,-122.682669,45.58895,3
25-212418,-122.651705,45.516685,3
25-212419,-122.684079,45.530717,3
26-109407,-122.511034,45.480612,3
26-119569,-122.570112,45.502642,3
26-119581,-122.670577,45.495955,3
26-130123,-122.68161,45.51263,3
25-145496,-122.53826,45.4796,3
25-179105,-122.633311,45.499789,3
25-178898,-122.593627,45.488243,3
25-145511,-122.58358,45.49005,3
25-156062,-122.688741,45.512681,3
26-149733,-122.567124,45.568645,3
25-112687,-122.513625,45.516734,3
25-112688,-122.70263,45.54602,3
25-112701,-122.590262,45.48019,3
26-109439,-122.719517,45.581591,3
25-212451,-122.660503,45.523719,3
25-212453,-122.686345,45.527161,3
25-212460,-122.553,45.53704,3
25-156100,-122.623696,45.522324,3
25-156106,-122.648739,45.530328,3
26-130087,-122.590159,45.549864,3
26-119597,-122.727022,45.594935,3
25-178995,-122.604712,45.483054,3
25-178961,-122.520298,45.559466,3
25-112630,-122.686139,45.519064,3
25-112633,-122.530027,45.496693,3
25-112650,-122.53714,45.544498,3
26-149747,-122.5139,45.50357,3
26-149753,-122.562082,45.528998,3
25-212416,-122.496373,45.516211,3
25-212417,-122.533967,45.526167,3
26-149791,-122.562221,45.464288,3
25-212498,-122.537749,45.526293,3
26-130051,-122.496864,45.501757,3
26-130085,-122.621199,45.516355,3
25-156142,-122.673296,45.516121,3
25-156166,-122.49737,45.51617,3
25-156087,-122.688784,45.53433,3
25-178897,-122.64857,45.498193,3
25-212500,-122.681386,45.511719,3
25-212508,-122.66156,45.50458,3
26-109375,-122.657349,45.515768,3
26-149764,-122.562205,45.523864,3
26-149774,-122.633319,45.484689,3
25-112594,-122.713401,45.575717,3
25-112600,-122.659709,45.533026,3
25-221850,-122.584679,45.496528,3
26-109325,-122.49731,45.50594,3
25-156198,-122.62834,45.533803,3
25-156216,-122.672326,45.564361,3
26-130031,-122.68019,45.578147,3
26-130035,-122.758597,45.590365,3
26-119619,-122.65631,45.508719,3
25-178859,-122.615963,45.537899,3
25-178937,-122.661063,45.515846,3
26-119652,-122.537923,45.556493,3
26-119666,-122.659662,45.511322,3
26-119677,-122.71555,45.467258,3
25-178822,-122.639154,45.517294,3
25-178828,-122.487382,45.504063,3
25-178745,-122.487929,45.504589,3
25-178748,-122.579731,45.463327,3
25-178756,-122.56663,45.5128,3
26-129985,-122.647894,45.498165,3
26-130001,-122.660012,45.46504,3
26-130007,-122.630657,45.533104,3
25-156258,-122.66825,45.51341,3
25-156298,-122.676494,45.526221,3
25-178905,-122.692314,45.584702,3
26-119616,-122.513272,45.518053,3
25-156190,-122.57531,45.46667,3
25-156415,-122.595373,45.497316,3
25-167996,-122.654803,45.503416,3
25-178670,-122.68643,45.534336,3
25-156303,-122.699599,45.61186,3
26-109339,-122.611481,45.510681,3
25-112611,-122.558582,45.514884,3
25-112522,-122.661115,45.51431,3
25-112548,-122.575343,45.532925,3
25-112561,-122.503366,45.496221,3
26-149779,-122.55991,45.5556,3
26-149788,-122.510622,45.498054,3
26-149790,-122.580455,45.56539,3
25-221875,-122.727494,45.467543,3
25-221881,-122.675526,45.502734,3
25-221894,-122.602877,45.506366,3
25-178788,-122.510943,45.504561,3
25-178706,-122.65907,45.53728,3
25-178707,-122.642508,45.528241,3
25-178709,-122.672355,45.569208,3
26-149824,-122.60409,45.55412,3
25-102526,-122.532081,45.480011,3
25-102549,-122.672783,45.575123,3
25-102563,-122.562796,45.502011,3
25-212525,-122.644061,45.575147,3
25-221918,-122.660361,45.599562,3
25-221931,-122.501582,45.52619,3
26-129953,-122.689422,45.535003,3
25-156373,-122.541953,45.48589,3
25-156381,-122.579347,45.519789,3
25-156382,-122.580876,45.533822,3
25-156397,-122.687397,45.514553,3
25-156398,-122.687346,45.53283,3
25-102480,-122.670553,45.526652,3
25-102486,-122.531762,45.555136,3
25-221932,-122.691434,45.517884,3
25-221933,-122.662128,45.508285,3
25-221872,-122.636674,45.496906,3
25-221963,-122.639555,45.488178,3
25-221965,-122.660766,45.536414,3
25-156457,-122.496754,45.533597,3
25-156458,-122.760691,45.588452,3
25-156459,-122.576876,45.483531,3
25-156460,-122.654323,45.502501,3
25-156462,-122.541948,45.536395,3
26-129928,-122.621444,45.535102,3
26-129936,-122.708552,45.468302,3
26-129937,-122.563923,45.557885,3
26-129941,-122.651689,45.52271,3
25-222273,-122.647333,45.486018,3
26-109309,-122.607545,45.530813,3
25-221905,-122.658813,45.492315,3
25-222231,-122.575709,45.480563,3
25-222241,-122.476835,45.549107,3
25-222244,-122.498948,45.520075,3
25-156483,-122.556806,45.533532,3
25-156494,-122.608724,45.478422,3
25-156541,-122.579554,45.49691,3
25-156420,-122.566373,45.504445,3
25-167995,-122.608318,45.478711,3
25-178674,-122.69418,45.51446,3
25-156449,-122.65874,45.520479,3
25-156456,-122.579688,45.519055,3
25-102476,-122.704897,45.537513,3
25-102479,-122.487256,45.504185,3
26-149929,-122.686544,45.532864,3
26-149948,-122.575074,45.567872,3
26-149957,-122.576421,45.53068,3
25-222254,-122.677311,45.528128,3
25-222259,-122.55657,45.494927,3
25-222260,-122.521336,45.503193,3
25-222069,-122.560945,45.524042,3
25-221990,-122.693979,45.466968,3
25-102328,-122.642291,45.475383,3
26-119763,-122.650665,45.533978,3
26-119764,-122.673108,45.520656,3
26-129721,-122.570996,45.496193,3
26-129918,-122.533919,45.520282,3
25-156579,-122.534686,45.551972,3
25-167983,-122.65838,45.52063,3
25-102447,-122.554718,45.560224,3
25-221994,-122.493923,45.482667,3
25-222010,-122.662648,45.536504,3
25-222014,-122.61545,45.477724,3
25-222072,-122.5346,45.56559,3
25-222076,-122.67473,45.512702,3
25-222100,-122.537536,45.482438,3
25-222105,-122.537558,45.478429,3
25-156642,-122.663223,45.535873,3
26-129897,-122.67317,45.52331,3
26-129901,-122.558906,45.521681,3
25-167843,-122.656673,45.519353,3
25-167915,-122.686172,45.525427,3
25-167919,-122.547829,45.553565,3
25-167941,-122.585396,45.471215,3
25-102388,-122.676596,45.502812,3
25-102424,-122.65773,45.512939,3
26-129796,-122.637085,45.518574,3
25-167845,-122.635898,45.527992,3
25-167848,-122.713578,45.540491,3
25-167788,-122.570794,45.530891,3
25-167586,-122.619124,45.570227,3
25-156685,-122.560966,45.477358,3
25-156690,-122.659741,45.530869,3
25-156703,-122.622185,45.563388,3
25-167549,-122.657408,45.513024,3
25-167790,-122.57633,45.532162,3
26-129727,-122.647278,45.522254,3
26-129744,-122.760134,45.58805,3
25-167873,-122.557203,45.560805,3
25-102342,-122.654521,45.517976,3
25-102226,-122.5795,45.496897,3
25-221992,-122.662321,45.524439,3
25-102254,-122.756842,45.571197,3
25-102289,-122.629824,45.484681,3
26-149980,-122.580358,45.568157,3
26-149983,-122.583556,45.463284,3
25-222128,-122.541203,45.516802,3
25-222036,-122.67187,45.526963,3
25-222041,-122.55895,45.484069,3
25-222054,-122.520892,45.526456,3
25-102178,-122.566971,45.495172,3
25-102070,-122.56834,45.46588,3
26-149998,-122.63906,45.48798,3
26-129862,-122.57593,45.479384,3
26-129883,-122.677947,45.518135,3
25-167567,-122.717038,45.541245,3
25-167582,-122.616464,45.480863,3
25-167585,-122.594445,45.463175,3
25-167642,-122.679085,45.497726,3
25-222135,-122.707989,45.589731,3
25-222139,-122.726973,45.593012,3
25-222145,-122.671672,45.532974,3
25-222158,-122.560898,45.523413,3
25-222190,-122.537574,45.495304,3
25-222197,-122.665014,45.536463,3
25-102133,-122.648932,45.534364,3
25-102135,-122.521009,45.518851,3
26-150049,-122.49459,45.5039,3
26-150073,-122.563397,45.477171,3
26-150087,-122.687449,45.529281,3
25-167738,-122.604396,45.497195,3
25-167667,-122.571979,45.48472,3
25-167588,-122.59606,45.49603,3
26-150029,-122.580471,45.496889,3
25-201336,-122.663681,45.522443,3
25-124016,-122.579661,45.49487,3
25-124025,-122.7613,45.58747,3
26-140337,-122.56272,45.468632,3
26-140369,-122.58138,45.48119,3
26-140382,-122.705426,45.587823,3
26-150075,-122.676505,45.523238,3
25-222207,-122.57799,45.462388,3
25-102156,-122.60867,45.477714,3
25-102165,-122.55786,45.560007,3
26-150089,-122.68636,45.527874,3
26-150109,-122.550977,45.489784,3
26-129833,-122.578515,45.507349,3
26-129839,-122.640654,45.497657,3
26-129843,-122.639211,45.514141,3
25-167641,-122.66024,45.518591,3
26-150146,-122.569351,45.491046,2
26-150064,-122.657263,45.518729,2
26-150042,-122.570906,45.467554,2
26-150035,-122.592688,45.497566,2
26-150033,-122.525756,45.465212,2
25-102143,-122.669193,45.538324,2
25-102138,-122.663369,45.594473,2
25-102221,-122.565939,45.556498,2
25-102147,-122.577516,45.465613,2
25-102157,-122.66086,45.56888,2
25-102171,-122.542091,45.487288,2
26-150000,-122.667739,45.533954,2
26-150013,-122.698765,45.527646,2
26-150019,-122.654755,45.518256,2
26-150027,-122.570917,45.536758,2
25-102186,-122.675083,45.517286,2
25-102202,-122.518847,45.545376,2
25-102207,-122.552726,45.577587,2
25-102208,-122.560961,45.561551,2
25-222081,-122.620447,45.5347,2
25-222106,-122.645754,45.499292,2
25-222107,-122.553423,45.565339,2
25-222114,-122.67654,45.52899,2
25-167749,-122.682909,45.516402,2
25-167751,-122.62815,45.513197,2
25-167668,-122.63359,45.497505,2
25-167658,-122.632465,45.496829,2
25-167606,-122.656219,45.516533,2
26-129848,-122.67498,45.54269,2
26-129852,-122.53633,45.512886,2
25-167669,-122.761289,45.59809,2
25-167674,-122.683835,45.584522,2
25-167678,-122.670325,45.5042,2
25-167686,-122.57815,45.5326,2
25-167699,-122.552694,45.478417,2
25-167703,-122.687455,45.526674,2
26-129809,-122.551701,45.47518,2
26-129816,-122.65075,45.522272,2
26-129822,-122.648104,45.51711,2
26-129777,-122.764274,45.593636,2
26-129854,-122.597243,45.489979,2
26-129857,-122.55706,45.55735,2
26-129863,-122.660299,45.521034,2
26-129882,-122.705076,45.612296,2
25-167553,-122.759042,45.588475,2
25-167556,-122.676263,45.530504,2
25-167562,-122.647277,45.497795,2
25-167574,-122.563364,45.477037,2
25-167576,-122.572065,45.481065,2
25-167583,-122.622608,45.521791,2
25-167713,-122.557862,45.529886,2
25-167720,-122.686107,45.556161,2
25-167735,-122.647388,45.511654,2
25-167737,-122.630657,45.533104,2
25-167744,-122.491075,45.504585,2
25-167770,-122.56984,45.530861,2
25-167777,-122.508127,45.519154,2
25-167778,-122.564949,45.556021,2
25-167780,-122.547766,45.5342,2
25-156686,-122.642162,45.481556,2
25-156702,-122.709855,45.461783,2
25-156709,-122.649742,45.483398,2
25-167538,-122.688172,45.533796,2
25-167539,-122.64064,45.499168,2
25-167540,-122.677985,45.494882,2
25-167543,-122.563412,45.465835,2
25-167550,-122.763293,45.591211,2
25-167798,-122.563203,45.478967,2
25-167802,-122.652676,45.577297,2
26-129763,-122.508127,45.519154,2
26-129766,-122.683902,45.530153,2
25-167898,-122.761509,45.585874,2
25-156620,-122.688805,45.535929,2
25-156631,-122.725037,45.594169,2
25-156638,-122.667509,45.536895,2
25-156664,-122.51337,45.504076,2
25-156667,-122.556493,45.470215,2
26-129888,-122.56121,45.52216,2
26-129889,-122.641491,45.519317,2
26-129893,-122.736238,45.58652,2
26-129903,-122.696664,45.588118,2
25-167904,-122.496915,45.549964,2
25-167814,-122.688999,45.556086,2
25-167818,-122.611959,45.562761,2
25-167826,-122.665835,45.514391,2
25-167839,-122.753495,45.583515,2
25-167846,-122.658459,45.491893,2
26-129908,-122.663797,45.515811,2
26-129922,-122.650267,45.500386,2
25-156546,-122.604815,45.483281,2
25-156567,-122.688006,45.556196,2
25-156589,-122.588099,45.491857,2
25-156605,-122.558724,45.484047,2
25-156610,-122.518603,45.526421,2
26-129722,-122.659174,45.514319,2
26-129725,-122.647037,45.465032,2
26-129738,-122.612292,45.511296,2
25-167850,-122.754421,45.592385,2
25-167856,-122.619647,45.536468,2
25-167857,-122.558337,45.520109,2
25-167870,-122.646695,45.514245,2
25-167887,-122.56106,45.525,2
25-167890,-122.766278,45.58341,2
25-156487,-122.628256,45.520534,2
25-156497,-122.54091,45.504083,2
25-156504,-122.622443,45.500443,2
25-156523,-122.689229,45.515873,2
25-156535,-122.702844,45.533375,2
25-156536,-122.638884,45.460319,2
25-156416,-122.703343,45.590017,2
25-156445,-122.653676,45.514258,2
25-167927,-122.685847,45.515068,2
25-167930,-122.586801,45.477304,2
25-167936,-122.555049,45.579051,2
25-167937,-122.563069,45.464567,2
25-167951,-122.667648,45.538246,2
26-119761,-122.697987,45.465187,2
26-119767,-122.55322,45.474469,2
26-129904,-122.578714,45.497414,2
25-168034,-122.572132,45.51362,2
26-119717,-122.550366,45.478242,2
26-119718,-122.537588,45.527979,2
26-119722,-122.52312,45.490555,2
26-119727,-122.605308,45.492706,2
25-156472,-122.661281,45.565232,2
26-129935,-122.482957,45.500383,2
26-119729,-122.507831,45.515922,2
26-119732,-122.602304,45.474096,2
26-119736,-122.677599,45.516396,2
26-119740,-122.60751,45.47292,2
26-119743,-122.525926,45.554082,2
25-167962,-122.579859,45.496916,2
25-167969,-122.67982,45.523624,2
25-167975,-122.681054,45.556943,2
25-167976,-122.514988,45.559165,2
25-178721,-122.688883,45.61466,2
25-178729,-122.658201,45.510055,2
26-129946,-122.5282,45.481491,2
26-129955,-122.542922,45.533448,2
26-129965,-122.56749,45.48253,2
25-156372,-122.711513,45.544148,2
25-156386,-122.503616,45.551168,2
25-156388,-122.665446,45.593628,2
25-156412,-122.694567,45.610458,2
25-156310,-122.55955,45.503379,2
25-168000,-122.655508,45.491991,2
25-168003,-122.630306,45.533768,2
25-168007,-122.642937,45.527209,2
25-168017,-122.680847,45.52377,2
25-168031,-122.658206,45.514443,2
25-168032,-122.703168,45.543995,2
25-156336,-122.757995,45.588302,2
25-156338,-122.56657,45.5193,2
25-156345,-122.686359,45.524915,2
25-156352,-122.656748,45.508656,2
25-156367,-122.755167,45.591843,2
25-156369,-122.553953,45.532193,2
26-129966,-122.643363,45.498207,2
26-129967,-122.496475,45.495358,2
26-129982,-122.499036,45.52647,2
26-119699,-122.500616,45.494493,2
26-119703,-122.748941,45.590917,2
25-178683,-122.686016,45.514953,2
25-178697,-122.563756,45.473878,2
25-178699,-122.56053,45.52788,2
25-178711,-122.542042,45.476454,2
25-178720,-122.680174,45.577831,2
26-129986,-122.738925,45.597363,2
26-129993,-122.685403,45.530036,2
26-129999,-122.654523,45.508709,2
26-130002,-122.612529,45.498123,2
26-130005,-122.696579,45.527104,2
25-156246,-122.564866,45.495156,2
25-178766,-122.61791,45.536513,2
25-178774,-122.650603,45.517195,2
26-119676,-122.560832,45.476074,2
26-119679,-122.562067,45.4754,2
26-119682,-122.678481,45.523734,2
26-119691,-122.518306,45.526475,2
25-156312,-122.688422,45.515113,2
25-156327,-122.67805,45.58221,2
25-156334,-122.659769,45.552191,2
25-156335,-122.589108,45.55473,2
25-178869,-122.494966,45.504574,2
25-178878,-122.598211,45.562649,2
25-178790,-122.692137,45.586244,2
25-178791,-122.63455,45.561461,2
25-178796,-122.511489,45.492151,2
25-178798,-122.68653,45.5836,2
25-178800,-122.594402,45.493978,2
25-178805,-122.64088,45.52967,2
25-178808,-122.633638,45.4975,2
25-178825,-122.484768,45.503665,2
25-178827,-122.491642,45.504767,2
25-178831,-122.561849,45.528371,2
25-178739,-122.53806,45.484984,2
25-178747,-122.666548,45.576441,2
25-178753,-122.653475,45.522979,2
25-178761,-122.575246,45.580367,2
25-178923,-122.64422,45.497052,2
26-119609,-122.690785,45.53566,2
26-119611,-122.628196,45.515737,2
26-119618,-122.659161,45.532229,2
25-156306,-122.645532,45.529693,2
25-156178,-122.567731,45.562907,2
25-156207,-122.568274,45.502624,2
25-156212,-122.672168,45.540872,2
25-156223,-122.69825,45.52672,2
25-156240,-122.562099,45.535452,2
26-130034,-122.639533,45.497444,2
26-130047,-122.666788,45.519365,2
26-119632,-122.679868,45.550725,2
26-119640,-122.587437,45.493785,2
25-178841,-122.50405,45.549947,2
25-178852,-122.59007,45.58787,2
25-178959,-122.573875,45.473954,2
25-178967,-122.68083,45.512803,2
26-130055,-122.503588,45.551303,2
26-130081,-122.538738,45.55534,2
26-130083,-122.651145,45.521534,2
25-156150,-122.649903,45.48582,2
25-156154,-122.578803,45.533117,2
25-156157,-122.552533,45.546815,2
25-156167,-122.671932,45.500705,2
25-178884,-122.573866,45.474684,2
25-178889,-122.684396,45.46123,2
25-178900,-122.603133,45.492775,2
25-178907,-122.672561,45.517459,2
25-178910,-122.6336,45.509808,2
25-178918,-122.655326,45.51429,2
25-178921,-122.740813,45.59799,2
25-156060,-122.689095,45.511133,2
25-156066,-122.51336,45.520178,2
25-156096,-122.711191,45.618754,2
25-156113,-122.71094,45.54499,2
25-156130,-122.642688,45.459435,2
25-156134,-122.560194,45.469506,2
26-130094,-122.67667,45.526268,2
26-130110,-122.510455,45.513774,2
26-119602,-122.77745,45.62434,2
26-119603,-122.56427,45.466444,2
26-119604,-122.559609,45.469668,2
25-178927,-122.63931,45.499174,2
25-178936,-122.674803,45.53961,2
25-178947,-122.607272,45.472679,2
25-178949,-122.66654,45.520275,2
25-178955,-122.492792,45.55044,2
25-179057,-122.660052,45.496291,2
25-178970,-122.51237,45.51841,2
25-178978,-122.50808,45.522346,2
25-178979,-122.562996,45.50442,2
25-178983,-122.664141,45.498812,2
25-178986,-122.660937,45.499547,2
25-178987,-122.661082,45.500305,2
25-178994,-122.626015,45.496609,2
26-119568,-122.648449,45.498241,2
26-119583,-122.641486,45.520017,2
26-119586,-122.661849,45.521621,2
26-119591,-122.502381,45.500832,2
26-119596,-122.661104,45.501394,2
26-130113,-122.585501,45.4745,2
25-145513,-122.629228,45.53377,2
25-156057,-122.655546,45.523839,2
25-179144,-122.633747,45.510792,2
25-156069,-122.563437,45.488006,2
25-145451,-122.571121,45.479344,2
25-145459,-122.686611,45.53073,2
25-145478,-122.667694,45.500904,2
25-145482,-122.60873,45.47341,2
25-145485,-122.519547,45.526466,2
25-145495,-122.652075,45.502012,2
26-130139,-122.617459,45.53773,2
26-130145,-122.679155,45.564832,2
25-179012,-122.543156,45.555628,2
25-179015,-122.5676,45.4908,2
25-179016,-122.663528,45.600542,2
25-179022,-122.609516,45.473567,2
25-179032,-122.681848,45.513744,2
25-179033,-122.745679,45.587914,2
26-119526,-122.69417,45.52796,2
26-130161,-122.647454,45.488862,2
26-130162,-122.497993,45.517388,2
26-130173,-122.648331,45.515538,2
25-145374,-122.556015,45.532833,2
25-145378,-122.559641,45.503892,2
25-145393,-122.711191,45.538178,2
25-145415,-122.559915,45.567448,2
25-145449,-122.565461,45.479829,2
26-130207,-122.555875,45.529062,2
26-119529,-122.669173,45.503691,2
26-119549,-122.674347,45.524101,2
25-179088,-122.677929,45.580714,2
25-179118,-122.687296,45.525401,2
25-179126,-122.53906,45.52974,2
25-179139,-122.658965,45.547215,2
26-130224,-122.673587,45.52147,2
26-130227,-122.693717,45.532745,2
25-145308,-122.682333,45.547791,2
25-145316,-122.648626,45.500318,2
25-145321,-122.625505,45.496575,2
25-145352,-122.677701,45.588296,2
25-145356,-122.554867,45.475529,2
25-145367,-122.655798,45.514662,2
25-145259,-122.659827,45.504633,2
25-179173,-122.66267,45.47169,2
25-179178,-122.678111,45.561206,2
25-179197,-122.693273,45.587312,2
26-119491,-122.574915,45.474449,2
26-119515,-122.530891,45.519063,2
26-119516,-122.65125,45.57753,2
26-119521,-122.647365,45.463647,2
25-190311,-122.668042,45.512324,2
25-190318,-122.592432,45.551135,2
25-190320,-122.673844,45.512272,2
25-145266,-122.63291,45.5096,2
25-145284,-122.72965,45.590995,2
25-145288,-122.557672,45.534397,2
25-145298,-122.618156,45.53669,2
25-145300,-122.665114,45.531832,2
25-145216,-122.642457,45.51621,2
25-179253,-122.571775,45.474555,2
25-179283,-122.674341,45.585487,2
25-179293,-122.764288,45.587367,2
25-179316,-122.56219,45.469096,2
25-179319,-122.659425,45.51302,2
25-179320,-122.64105,45.47331,2
25-179154,-122.732874,45.554488,2
26-119456,-122.62264,45.484726,2
26-119462,-122.665891,45.528437,2
26-119463,-122.729131,45.595129,2
25-145221,-122.686677,45.53177,2
25-145224,-122.764642,45.579596,2
25-145227,-122.674467,45.514458,2
25-145230,-122.647286,45.516379,2
25-145238,-122.561218,45.561634,2
25-145244,-122.58057,45.463265,2
26-130246,-122.65869,45.524809,2
26-130250,-122.52886,45.52209,2
26-130259,-122.68196,45.588822,2
26-130260,-122.537388,45.539704,2
26-119475,-122.54446,45.489557,2
26-119477,-122.563377,45.487283,2
25-190309,-122.568535,45.465511,2
25-145136,-122.604885,45.497187,2
26-140109,-122.676778,45.546243,2
26-140121,-122.66328,45.562475,2
26-140125,-122.56825,45.47354,2
25-145152,-122.57233,45.48127,2
25-145186,-122.690495,45.535405,2
25-145187,-122.671741,45.52716,2
25-145198,-122.556455,45.53386,2
25-145199,-122.537454,45.522601,2
25-190441,-122.579602,45.518322,2
25-190338,-122.672586,45.526427,2
25-190345,-122.675783,45.528005,2
25-190354,-122.671476,45.522984,2
25-190359,-122.674319,45.523458,2
25-190369,-122.591254,45.486478,2
25-190387,-122.555489,45.532466,2
25-145078,-122.53306,45.52385,2
25-145079,-122.496922,45.534845,2
25-145092,-122.660417,45.520849,2
25-145099,-122.556743,45.559029,2
25-145110,-122.66534,45.45962,2
26-140135,-122.655712,45.506651,2
26-119422,-122.646335,45.522214,2
26-119424,-122.725339,45.594558,2
26-119434,-122.749541,45.589717,2
25-190389,-122.612518,45.497887,2
25-190419,-122.646416,45.499943,2
25-145118,-122.566867,45.500903,2
25-145119,-122.48487,45.486715,2
25-145121,-122.513285,45.477539,2
25-145130,-122.668139,45.497534,2
25-145131,-122.657357,45.491709,2
25-190507,-122.584655,45.460991,2
25-190521,-122.557724,45.523952,2
25-190444,-122.629073,45.532473,2
25-190452,-122.670979,45.534591,2
26-140177,-122.583189,45.462063,2
25-145012,-122.63763,45.48182,2
25-145017,-122.51486,45.50254,2
25-145023,-122.532556,45.501583,2
25-145035,-122.539489,45.533469,2
25-145054,-122.627742,45.532472,2
25-145068,-122.558606,45.516215,2
25-190462,-122.571899,45.500296,2
25-190464,-122.634856,45.506019,2
25-190470,-122.672401,45.534708,2
26-119409,-122.690066,45.554011,2
26-119411,-122.594138,45.534715,2
25-144968,-122.551676,45.557196,2
26-140180,-122.650656,45.519144,2
26-140183,-122.636081,45.517145,2
26-140201,-122.650683,45.499599,2
25-144979,-122.620667,45.486899,2
25-144983,-122.667206,45.513493,2
25-144995,-122.666679,45.514554,2
25-144998,-122.70309,45.54631,2
25-145003,-122.65767,45.514869,2
25-145010,-122.659803,45.506942,2
25-145011,-122.51754,45.51889,2
25-134681,-122.673623,45.535519,2
25-134683,-122.59027,45.49812,2
25-190576,-122.609761,45.496763,2
25-190577,-122.666842,45.514393,2
25-190498,-122.71193,45.54424,2
26-140206,-122.649012,45.535761,2
25-134647,-122.568594,45.464712,2
25-134658,-122.689736,45.51435,2
25-134661,-122.690771,45.514294,2
25-134680,-122.513344,45.518067,2
25-134597,-122.5284,45.484214,2
25-190617,-122.567403,45.479415,2
26-119374,-122.595643,45.497451,2
26-119392,-122.676691,45.522734,2
25-190549,-122.592626,45.487916,2
25-190560,-122.523841,45.557468,2
25-190565,-122.644393,45.529059,2
25-134690,-122.65722,45.505547,2
25-134691,-122.599153,45.492137,2
25-134700,-122.670711,45.540457,2
25-134702,-122.501163,45.547912,2
26-140223,-122.659293,45.512959,2
26-140224,-122.655692,45.514357,2
26-140225,-122.568203,45.470995,2
25-134619,-122.645582,45.497437,2
25-134622,-122.576876,45.483531,2
25-134625,-122.49943,45.50657,2
25-134629,-122.562457,45.477633,2
25-134632,-122.577644,45.518474,2
25-134638,-122.657917,45.571973,2
25-134639,-122.667992,45.512534,2
25-134551,-122.540018,45.526196,2
25-190581,-122.579813,45.464188,2
25-190584,-122.58248,45.53549,2
25-190588,-122.602165,45.543614,2
25-190589,-122.542113,45.476572,2
25-190613,-122.657222,45.52664,2
25-134500,-122.571365,45.528808,2
25-134506,-122.542171,45.487143,2
25-134512,-122.65097,45.488118,2
25-134518,-122.689025,45.532086,2
25-134524,-122.484673,45.492309,2
25-134529,-122.518306,45.526475,2
26-119310,-122.680532,45.511189,2
25-190640,-122.570327,45.469659,2
25-190647,-122.562717,45.52038,2
25-190660,-122.557688,45.534341,2
25-134554,-122.559193,45.522799,2
25-134571,-122.703461,45.59001,2
25-134573,-122.636968,45.46428,2
25-134575,-122.584516,45.461205,2
25-134583,-122.555081,45.494972,2
26-140218,-122.571765,45.469035,2
26-140300,-122.62295,45.49749,2
25-134402,-122.582531,45.526175,2
25-134406,-122.705406,45.546009,2
25-134415,-122.685187,45.524687,2
25-134532,-122.537711,45.557205,2
25-134426,-122.679391,45.571083,2
25-134479,-122.680203,45.577649,2
26-140268,-122.661104,45.501341,2
25-190701,-122.68636,45.527874,2
25-190703,-122.564709,45.475977,2
25-190717,-122.579125,45.546409,2
26-119275,-122.587791,45.496257,2
26-119279,-122.558536,45.516447,2
26-119286,-122.48654,45.497699,2
26-119288,-122.600907,45.504401,2
26-140244,-122.537636,45.533574,2
26-140306,-122.538081,45.557645,2
26-140308,-122.757231,45.591319,2
