Agent ID,Scenario,Seed,Starting location (encampment ID),Shelter reached,Reached shelter?,Travel time (minutes),Travel distance (metres),Average PM2.5 (ug/m3),Peak PM2.5 (ug/m3),Cumulative PM2.5 dose (ug/m3 x hours),Exposure burden index (ug/m3 x hours),Inhaled PM2.5 dose (micrograms),Health risk score,Walking speed (m/s),Age group,Mobility limitation,Asthma,COPD,Final state
Site 1909,A_placement_current,42,26-149683,OCC,yes,19.0,1600.0,17.31,112.1,1373.0,1373.0,857.0,857.0,1.374,25-54,no,no,no,Reached shelter
Site 1937,A_placement_current,42,25-190620,OCC,yes,19.0,1744.0,17.31,112.1,1373.0,1373.0,857.0,857.0,1.504,25-54,no,no,no,Reached shelter
Site 2026,A_placement_current,42,26-119709,OCC,yes,19.0,1284.0,17.31,112.1,1373.0,1373.0,857.0,857.0,1.11,55-69,no,no,no,Reached shelter
Site 203,A_placement_current,42,25-201421,OCC,yes,20.0,1637.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.356,55-69,no,yes,no,Reached shelter
Site 243,A_placement_current,42,26-140334,OCC,yes,20.0,1680.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.345,25-54,no,yes,no,Reached shelter
Site 601,A_placement_current,42,25-102201,OCC,yes,20.0,1567.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.285,25-54,no,no,no,Reached shelter
Site 750,A_placement_current,42,25-145303,OCC,yes,20.0,1523.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.262,18-24,no,yes,no,Reached shelter
Site 1066,A_placement_current,42,26-150075,OCC,yes,20.0,1706.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.384,25-54,no,no,no,Reached shelter
Site 1083,A_placement_current,42,25-102109,OCC,yes,20.0,1654.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.36,25-54,no,no,no,Reached shelter
Site 1171,A_placement_current,42,25-190541,OCC,yes,20.0,1908.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.536,25-54,no,no,no,Reached shelter
Site 1198,A_placement_current,42,25-190502,OCC,yes,20.0,1706.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.37,18-24,no,yes,no,Reached shelter
Site 1237,A_placement_current,42,25-134362,OCC,yes,20.0,1552.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.252,55-69,no,no,no,Reached shelter
Site 1351,A_placement_current,42,25-102073,OCC,yes,20.0,1948.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.547,25-54,no,no,no,Reached shelter
Site 1417,A_placement_current,42,26-149630,OCC,yes,20.0,1622.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.346,25-54,no,no,no,Reached shelter
Site 1572,A_placement_current,42,26-130083,OCC,yes,20.0,1618.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.327,25-54,no,yes,no,Reached shelter
Site 1682,A_placement_current,42,25-179260,OCC,yes,20.0,1329.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.077,25-54,yes,no,no,Reached shelter
Site 1685,A_placement_current,42,26-129897,OCC,yes,20.0,1471.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.198,25-54,no,no,no,Reached shelter
Site 1904,A_placement_current,42,25-201421,OCC,yes,20.0,1637.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.316,18-24,no,no,no,Reached shelter
Site 2035,A_placement_current,42,26-129722,OCC,yes,20.0,1844.0,17.32,112.1,1374.0,1374.0,858.0,858.0,1.49,25-54,no,no,no,Reached shelter
Site 6,A_placement_current,42,25-123572,OCC,yes,21.0,2014.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.556,25-54,no,no,no,Reached shelter
Site 264,A_placement_current,42,26-109743,OCC,yes,21.0,1763.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.342,25-54,no,no,no,Reached shelter
Site 295,A_placement_current,42,26-129883,OCC,yes,21.0,2191.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.66,25-54,no,no,no,Reached shelter
Site 356,A_placement_current,42,25-190789,OCC,yes,21.0,1811.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.436,55-69,no,no,no,Reached shelter
Site 394,A_placement_current,42,25-212234,OCC,yes,21.0,1784.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.409,25-54,no,no,no,Reached shelter
Site 414,A_placement_current,42,25-112897,OCC,yes,21.0,1537.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.211,25-54,no,no,no,Reached shelter
Site 420,A_placement_current,42,26-149767,OCC,yes,21.0,1525.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.156,55-69,no,yes,no,Reached shelter
Site 548,A_placement_current,42,25-123897,OCC,yes,21.0,1762.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.348,25-54,no,no,no,Reached shelter
Site 640,A_placement_current,42,26-140473,OCC,yes,21.0,1746.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.372,25-54,no,no,no,Reached shelter
Site 672,A_placement_current,42,25-123897,OCC,yes,21.0,1762.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.387,25-54,no,no,no,Reached shelter
Site 733,A_placement_current,42,25-201364,OCC,yes,21.0,1405.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.083,25-54,no,no,yes,Reached shelter
Site 759,A_placement_current,42,26-109375,OCC,yes,21.0,1755.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.363,55-69,yes,no,no,Reached shelter
Site 761,A_placement_current,42,26-119753,OCC,yes,21.0,1567.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.241,25-54,no,no,no,Reached shelter
Site 779,A_placement_current,42,25-190359,OCC,yes,21.0,1565.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.227,25-54,no,no,no,Reached shelter
Site 816,A_placement_current,42,25-102201,OCC,yes,21.0,1567.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.213,55-69,no,no,yes,Reached shelter
Site 873,A_placement_current,42,25-190311,OCC,yes,21.0,2049.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.568,25-54,yes,no,yes,Reached shelter
Site 932,A_placement_current,42,26-109571,OCC,yes,21.0,1412.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.097,55-69,yes,no,yes,Reached shelter
Site 937,A_placement_current,42,26-140210,OCC,yes,21.0,1986.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.518,25-54,no,no,no,Reached shelter
Site 952,A_placement_current,42,25-167734,OCC,yes,21.0,1769.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.358,25-54,no,no,no,Reached shelter
Site 963,A_placement_current,42,26-109556,OCC,yes,21.0,1407.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.104,55-69,no,no,no,Reached shelter
Site 1044,A_placement_current,42,25-167606,OCC,yes,21.0,1764.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.367,25-54,no,no,no,Reached shelter
Site 1255,A_placement_current,42,25-102565,OCC,yes,21.0,1883.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.488,55-69,yes,yes,no,Reached shelter
Site 1460,A_placement_current,42,25-102461,OCC,yes,21.0,1862.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.418,55-69,no,no,yes,Reached shelter
Site 1469,A_placement_current,42,26-140473,OCC,yes,21.0,1746.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.341,25-54,no,no,no,Reached shelter
Site 1680,A_placement_current,42,25-123968,OCC,yes,21.0,1787.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.393,25-54,no,no,no,Reached shelter
Site 1763,A_placement_current,42,25-222022,OCC,yes,21.0,1199.0,17.33,112.1,1375.0,1375.0,860.0,860.0,0.944,25-54,no,no,yes,Reached shelter
Site 1776,A_placement_current,42,25-134394,OCC,yes,21.0,1534.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.212,55-69,no,no,no,Reached shelter
Site 1859,A_placement_current,42,25-178899,OCC,yes,21.0,1850.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.45,25-54,no,no,no,Reached shelter
Site 1986,A_placement_current,42,26-140223,OCC,yes,21.0,1921.0,17.33,112.1,1375.0,1375.0,860.0,860.0,1.479,55-69,no,no,no,Reached shelter
Site 288,A_placement_current,42,25-178707,OCC,yes,22.0,1715.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.292,25-54,yes,no,no,Reached shelter
Site 381,A_placement_current,42,25-112990,OCC,yes,22.0,1687.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.246,25-54,no,no,no,Reached shelter
Site 547,A_placement_current,42,26-119754,OCC,yes,22.0,1998.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.461,25-54,no,no,no,Reached shelter
Site 565,A_placement_current,42,25-178707,OCC,yes,22.0,1715.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.278,55-69,no,no,no,Reached shelter
Site 612,A_placement_current,42,25-201595,OCC,yes,22.0,1614.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.199,25-54,no,no,no,Reached shelter
Site 814,A_placement_current,42,25-167611,OCC,yes,22.0,1625.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.22,25-54,no,no,no,Reached shelter
Site 1104,A_placement_current,42,26-130216,OCC,yes,22.0,1511.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.136,55-69,no,no,no,Reached shelter
Site 1132,A_placement_current,42,25-212523,OCC,yes,22.0,1638.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.201,25-54,no,no,no,Reached shelter
Site 1378,A_placement_current,42,26-119754,OCC,yes,22.0,1998.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.47,25-54,no,yes,no,Reached shelter
Site 1608,A_placement_current,42,25-134233,OCC,yes,22.0,1838.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.365,25-54,no,no,no,Reached shelter
Site 1618,A_placement_current,42,25-102342,OCC,yes,22.0,1749.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.278,25-54,no,no,no,Reached shelter
Site 1630,A_placement_current,42,25-102485,OCC,yes,22.0,1996.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.463,25-54,no,no,no,Reached shelter
Site 1925,A_placement_current,42,26-140544,OCC,yes,22.0,1964.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.424,25-54,no,no,no,Reached shelter
Site 1941,A_placement_current,42,26-109654,OCC,yes,22.0,1571.0,17.34,112.1,1376.0,1376.0,861.0,861.0,1.19,25-54,yes,no,no,Reached shelter
Site 47,A_placement_current,42,25-212243,OCC,yes,23.0,1782.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.287,25-54,no,no,no,Reached shelter
Site 58,A_placement_current,42,25-134363,OCC,yes,23.0,2006.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.404,55-69,no,no,no,Reached shelter
Site 130,A_placement_current,42,25-222039,OCC,yes,23.0,2044.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.467,25-54,no,no,no,Reached shelter
Site 156,A_placement_current,42,25-190701,OCC,yes,23.0,2451.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.768,25-54,no,no,no,Reached shelter
Site 195,A_placement_current,42,25-190502,OCC,yes,23.0,1706.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.186,25-54,no,no,no,Reached shelter
Site 245,A_placement_current,42,26-109344,OCC,yes,23.0,1991.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.437,25-54,no,no,no,Reached shelter
Site 730,A_placement_current,42,25-167656,OCC,yes,23.0,2200.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.551,18-24,no,yes,no,Reached shelter
Site 825,A_placement_current,42,25-190565,OCC,yes,23.0,1485.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.068,55-69,yes,no,no,Reached shelter
Site 927,A_placement_current,42,25-112990,OCC,yes,23.0,1687.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.201,25-54,no,yes,no,Reached shelter
Site 959,A_placement_current,42,25-156653,OCC,yes,23.0,1850.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.288,25-54,no,yes,no,Reached shelter
Site 1170,A_placement_current,42,25-178776,OCC,yes,23.0,2451.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.726,25-54,no,no,no,Reached shelter
Site 1400,A_placement_current,42,25-145010,OCC,yes,23.0,2474.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.744,25-54,no,no,no,Reached shelter
Site 1797,A_placement_current,42,25-112952,OCC,yes,23.0,1844.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.32,55-69,no,no,no,Reached shelter
Site 1975,A_placement_current,42,25-222022,OCC,yes,23.0,1199.0,17.35,112.1,1377.0,1377.0,863.0,863.0,0.835,25-54,yes,no,no,Reached shelter
Site 2030,A_placement_current,42,25-156220,OCC,yes,23.0,2090.0,17.35,112.1,1377.0,1377.0,863.0,863.0,1.458,25-54,no,no,no,Reached shelter
Site 27,A_placement_current,42,25-112666,OCC,yes,24.0,2072.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.436,25-54,no,no,no,Reached shelter
Site 317,A_placement_current,42,25-102370,OCC,yes,24.0,1600.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.109,55-69,yes,no,no,Reached shelter
Site 479,A_placement_current,42,25-145295,OCC,yes,24.0,2079.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.414,25-54,yes,no,no,Reached shelter
Site 492,A_placement_current,42,26-119666,OCC,yes,24.0,2066.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.399,25-54,no,no,no,Reached shelter
Site 519,A_placement_current,42,25-201604,OCC,yes,24.0,2092.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.43,25-54,no,no,no,Reached shelter
Site 595,A_placement_current,42,26-130128,OCC,yes,24.0,2078.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.399,25-54,no,no,no,Reached shelter
Site 810,A_placement_current,42,25-190504,OCC,yes,24.0,1059.0,17.36,112.1,1378.0,1378.0,865.0,865.0,0.73,55-69,yes,no,no,Reached shelter
Site 962,A_placement_current,42,25-179249,OCC,yes,24.0,2134.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.475,25-54,no,no,no,Reached shelter
Site 1101,A_placement_current,42,25-167611,OCC,yes,24.0,1625.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.084,18-24,no,no,no,Reached shelter
Site 1121,A_placement_current,42,25-221933,OCC,yes,24.0,2441.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.672,25-54,no,no,no,Reached shelter
Site 1319,A_placement_current,42,25-178774,OCC,yes,24.0,2129.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.453,25-54,no,yes,no,Reached shelter
Site 1415,A_placement_current,42,25-123683,OCC,yes,24.0,2281.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.575,25-54,no,no,no,Reached shelter
Site 1545,A_placement_current,42,25-178974,OCC,yes,24.0,1976.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.339,25-54,no,no,no,Reached shelter
Site 1548,A_placement_current,42,25-134233,OCC,yes,24.0,1838.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.26,25-54,no,no,no,Reached shelter
Site 1703,A_placement_current,42,26-140499,OCC,yes,24.0,2233.0,17.36,112.1,1378.0,1378.0,865.0,865.0,1.527,55-69,no,yes,no,Reached shelter
Site 1955,A_placement_current,42,25-112730,OCC,yes,24.0,1390.0,17.36,112.1,1378.0,1378.0,865.0,865.0,0.962,18-24,yes,no,no,Reached shelter
Site 108,A_placement_current,42,26-119682,OCC,yes,25.0,1921.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.255,55-69,yes,no,no,Reached shelter
Site 119,A_placement_current,42,25-167843,OCC,yes,25.0,1424.0,17.36,112.1,1379.0,1379.0,866.0,866.0,0.926,55-69,yes,yes,no,Reached shelter
Site 127,A_placement_current,42,26-129722,OCC,yes,25.0,1844.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.225,18-24,no,no,no,Reached shelter
Site 159,A_placement_current,42,25-190750,OCC,yes,25.0,1986.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.294,25-54,no,no,no,Reached shelter
Site 170,A_placement_current,42,25-201604,OCC,yes,25.0,2092.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.366,25-54,no,no,no,Reached shelter
Site 509,A_placement_current,42,26-140274,OCC,yes,25.0,1990.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.292,25-54,no,no,no,Reached shelter
Site 523,A_placement_current,42,25-179039,OCC,yes,25.0,1750.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.142,25-54,no,yes,yes,Reached shelter
Site 615,A_placement_current,42,25-112700,OCC,yes,25.0,1721.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.129,25-54,no,no,no,Reached shelter
Site 627,A_placement_current,42,25-201711,OCC,yes,25.0,2283.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.479,25-54,no,no,yes,Reached shelter
Site 705,A_placement_current,42,25-123582,OCC,yes,25.0,1988.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.288,25-54,no,no,yes,Reached shelter
Site 741,A_placement_current,42,25-190485,OCC,yes,25.0,2120.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.41,25-54,no,no,no,Reached shelter
Site 818,A_placement_current,42,26-119355,OCC,yes,25.0,2182.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.408,25-54,no,no,no,Reached shelter
Site 841,A_placement_current,42,25-179139,OCC,yes,25.0,2315.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.51,25-54,no,no,no,Reached shelter
Site 923,A_placement_current,42,25-190664,OCC,yes,25.0,1994.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.318,25-54,no,no,no,Reached shelter
Site 976,A_placement_current,42,25-212418,OCC,yes,25.0,2144.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.406,25-54,no,no,no,Reached shelter
Site 1037,A_placement_current,42,25-190754,OCC,yes,25.0,1737.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.13,25-54,no,no,yes,Reached shelter
Site 1136,A_placement_current,42,25-156258,OCC,yes,25.0,1919.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.253,55-69,yes,no,no,Reached shelter
Site 1177,A_placement_current,42,25-167826,OCC,yes,25.0,1764.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.148,25-54,no,no,yes,Reached shelter
Site 1348,A_placement_current,42,25-134436,OCC,yes,25.0,1731.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.128,25-54,no,no,no,Reached shelter
Site 1552,A_placement_current,42,25-134690,OCC,yes,25.0,2734.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.759,25-54,no,no,no,Reached shelter
Site 1699,A_placement_current,42,25-156555,OCC,yes,25.0,2044.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.319,55-69,no,no,no,Reached shelter
Site 1735,A_placement_current,42,25-222039,OCC,yes,25.0,2044.0,17.36,112.1,1379.0,1379.0,866.0,866.0,1.348,25-54,no,no,no,Reached shelter
Site 2,A_placement_current,42,25-179260,OCC,yes,26.0,1329.0,17.37,112.1,1380.0,1380.0,868.0,868.0,0.826,25-54,yes,no,no,Reached shelter
Site 8,A_placement_current,42,25-167592,OCC,yes,26.0,2167.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.381,25-54,no,no,no,Reached shelter
Site 180,A_placement_current,42,26-119335,OCC,yes,26.0,2122.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.34,55-69,no,no,no,Reached shelter
Site 809,A_placement_current,42,26-140224,OCC,yes,26.0,2043.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.266,25-54,yes,no,no,Reached shelter
Site 1189,A_placement_current,42,25-178918,OCC,yes,26.0,2072.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.306,25-54,no,no,no,Reached shelter
Site 1402,A_placement_current,42,25-190502,OCC,yes,26.0,1706.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.082,25-54,yes,yes,no,Reached shelter
Site 1408,A_placement_current,42,25-201426,OCC,yes,26.0,2015.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.272,18-24,no,no,no,Reached shelter
Site 1433,A_placement_current,42,25-134224,OCC,yes,26.0,2330.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.486,25-54,no,no,no,Reached shelter
Site 1657,A_placement_current,42,25-201189,OCC,yes,26.0,1794.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.145,25-54,no,no,no,Reached shelter
Site 1710,A_placement_current,42,25-102168,OCC,yes,26.0,1231.0,17.37,112.1,1380.0,1380.0,868.0,868.0,0.775,25-54,yes,no,no,Reached shelter
Site 1870,A_placement_current,42,25-190750,OCC,yes,26.0,1986.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.253,25-54,no,no,no,Reached shelter
Site 1895,A_placement_current,42,25-179288,OCC,yes,26.0,1408.0,17.37,112.1,1380.0,1380.0,868.0,868.0,0.874,25-54,yes,no,yes,Reached shelter
Site 1929,A_placement_current,42,26-109426,OCC,yes,26.0,1724.0,17.37,112.1,1380.0,1380.0,868.0,868.0,1.065,25-54,no,no,no,Reached shelter
Site 26,A_placement_current,42,25-156445,OCC,yes,27.0,2211.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.334,25-54,no,no,yes,Reached shelter
Site 294,A_placement_current,42,25-156313,OCC,yes,27.0,1941.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.191,25-54,no,no,no,Reached shelter
Site 435,A_placement_current,42,26-129822,OCC,yes,27.0,2314.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.419,25-54,no,no,no,Reached shelter
Site 476,A_placement_current,42,25-179118,OCC,yes,27.0,2488.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.528,25-54,no,no,no,Reached shelter
Site 578,A_placement_current,42,25-112606,OCC,yes,27.0,1884.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.142,55-69,no,no,no,Reached shelter
Site 651,A_placement_current,42,25-179272,OCC,yes,27.0,2466.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.504,25-54,no,yes,no,Reached shelter
Site 780,A_placement_current,42,25-167942,OCC,yes,27.0,2690.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.604,25-54,no,no,no,Reached shelter
Site 943,A_placement_current,42,25-134537,OCC,yes,27.0,2872.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.714,25-54,no,no,no,Reached shelter
Site 1291,A_placement_current,42,25-190485,OCC,yes,27.0,2120.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.308,25-54,no,no,no,Reached shelter
Site 1337,A_placement_current,42,25-112990,OCC,yes,27.0,1687.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.041,55-69,no,no,no,Reached shelter
Site 1468,A_placement_current,42,25-102424,OCC,yes,27.0,2043.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.236,25-54,no,no,no,Reached shelter
Site 1488,A_placement_current,42,25-201650,OCC,yes,27.0,2052.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.248,70+,no,no,no,Reached shelter
Site 1717,A_placement_current,42,25-123845,OCC,yes,27.0,1847.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.127,25-54,no,no,no,Reached shelter
Site 1868,A_placement_current,42,25-102367,OCC,yes,27.0,2279.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.371,55-69,yes,no,no,Reached shelter
Site 1928,A_placement_current,42,25-201733,OCC,yes,27.0,1750.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.043,25-54,no,no,yes,Reached shelter
Site 1970,A_placement_current,42,25-156657,OCC,yes,27.0,1067.0,17.38,112.1,1381.0,1381.0,870.0,870.0,0.639,55-69,yes,no,no,Reached shelter
Site 2028,A_placement_current,42,25-201718,OCC,yes,27.0,2458.0,17.38,112.1,1381.0,1381.0,870.0,870.0,1.496,25-54,no,no,no,Reached shelter
Site 15,A_placement_current,42,25-178967,OCC,yes,28.0,2825.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.68,25-54,no,no,no,Reached shelter
Site 110,A_placement_current,42,25-112733,OCC,yes,28.0,3017.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.737,25-54,no,yes,no,Reached shelter
Site 331,A_placement_current,42,26-140468,OCC,yes,28.0,2355.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.367,25-54,no,no,no,Reached shelter
Site 574,A_placement_current,42,25-212368,OCC,yes,28.0,2193.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.288,18-24,no,no,no,Reached shelter
Site 675,A_placement_current,42,26-140528,OCC,yes,28.0,2585.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.502,25-54,no,no,no,Reached shelter
Site 715,A_placement_current,42,26-129870,OCC,yes,28.0,2599.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.522,25-54,no,no,no,Reached shelter
Site 924,A_placement_current,42,25-145506,OCC,yes,28.0,1063.0,17.39,112.1,1382.0,1382.0,871.0,871.0,0.631,25-54,yes,no,no,Reached shelter
Site 1225,A_placement_current,42,25-145092,OCC,yes,28.0,975.0,17.39,112.1,1382.0,1382.0,871.0,871.0,0.572,25-54,yes,no,no,Reached shelter
Site 1357,A_placement_current,42,25-212500,OCC,yes,28.0,3013.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.74,25-54,no,no,no,Reached shelter
Site 1371,A_placement_current,42,25-179279,OCC,yes,28.0,2747.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.634,25-54,no,yes,no,Reached shelter
Site 1576,A_placement_current,42,25-212338,OCC,yes,28.0,2191.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.265,25-54,no,no,no,Reached shelter
Site 1578,A_placement_current,42,25-190524,OCC,yes,28.0,2604.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.518,25-54,no,no,yes,Reached shelter
Site 1622,A_placement_current,42,25-190754,OCC,yes,28.0,1737.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.02,25-54,no,no,no,Reached shelter
Site 1641,A_placement_current,42,25-212418,OCC,yes,28.0,2144.0,17.39,112.1,1382.0,1382.0,871.0,871.0,1.235,25-54,no,no,no,Reached shelter
