Agent ID,Scenario,Seed,Starting location (encampment ID),Shelter reached,Reached shelter?,Travel time (minutes),Travel distance (metres),Average PM2.5 (ug/m3),Peak PM2.5 (ug/m3),Cumulative PM2.5 dose (ug/m3 x hours),Exposure burden index (ug/m3 x hours),Inhaled PM2.5 dose (micrograms),Health risk score,Walking speed (m/s),Age group,Mobility limitation,Asthma,COPD,Final state
Site 1892,B_placement_optimized,42,26-109341,OPT2,yes,1054.0,10700.0,51.69,299.55,4992.0,4992.0,3373.0,3373.0,1.01,25-54,no,no,no,Reached shelter
Site 46,B_placement_optimized,42,25-190456,OPT2,yes,1055.0,10162.0,51.73,299.55,4997.0,4997.0,3371.0,3371.0,0.993,18-24,no,no,yes,Reached shelter
Site 137,B_placement_optimized,42,25-156373,OPT2,yes,1055.0,15639.0,51.73,299.55,4997.0,4997.0,3523.0,3523.0,0.99,25-54,no,no,no,Reached shelter
Site 218,B_placement_optimized,42,25-221963,OPT2,yes,1055.0,8163.0,51.73,299.55,4997.0,4997.0,3325.0,3325.0,0.989,25-54,yes,no,no,Reached shelter
Site 334,B_placement_optimized,42,25-112650,OPT2,yes,1055.0,14491.0,51.73,299.55,4997.0,4997.0,3495.0,3495.0,0.977,55-69,no,no,yes,Reached shelter
Site 390,B_placement_optimized,42,25-134314,OPT2,yes,1055.0,12127.0,51.73,299.55,4997.0,4997.0,3426.0,3426.0,0.988,25-54,no,no,yes,Reached shelter
Site 542,B_placement_optimized,42,25-190528,OPT2,yes,1055.0,14892.0,51.73,299.55,4997.0,4997.0,3500.0,3500.0,0.993,18-24,yes,no,no,Reached shelter
Site 1142,B_placement_optimized,42,25-212366,OPT2,yes,1055.0,15935.0,51.73,299.55,4997.0,4997.0,3534.0,3534.0,0.981,25-54,yes,no,no,Reached shelter
Site 1166,B_placement_optimized,42,25-145039,OPT2,yes,1055.0,11722.0,51.73,299.55,4997.0,4997.0,3418.0,3418.0,0.975,25-54,no,no,no,Reached shelter
Site 1267,B_placement_optimized,42,25-190387,OPT2,yes,1055.0,12054.0,51.73,299.55,4997.0,4997.0,3422.0,3422.0,0.997,25-54,no,no,yes,Reached shelter
Site 1381,B_placement_optimized,42,25-212424,OPT2,yes,1055.0,9310.0,51.73,299.55,4997.0,4997.0,3350.0,3350.0,0.979,25-54,no,no,no,Reached shelter
Site 1467,B_placement_optimized,42,26-109422,OPT2,yes,1055.0,8424.0,51.73,299.55,4997.0,4997.0,3331.0,3331.0,0.978,55-69,yes,no,no,Reached shelter
Site 1499,B_placement_optimized,42,25-123779,OPT2,yes,1055.0,16269.0,51.73,299.55,4997.0,4997.0,3547.0,3547.0,0.972,55-69,no,no,yes,Reached shelter
Site 1510,B_placement_optimized,42,25-167674,OPT2,yes,1055.0,9514.0,51.73,299.55,4997.0,4997.0,3356.0,3356.0,0.976,25-54,yes,no,no,Reached shelter
Site 1603,B_placement_optimized,42,25-190770,OPT2,yes,1055.0,11308.0,51.73,299.55,4997.0,4997.0,3409.0,3409.0,0.972,70+,no,no,yes,Reached shelter
Site 1692,B_placement_optimized,42,26-140244,OPT2,yes,1055.0,13331.0,51.73,299.55,4997.0,4997.0,3461.0,3461.0,0.983,70+,no,no,no,Reached shelter
Site 1858,B_placement_optimized,42,25-112930,OPT2,yes,1055.0,13217.0,51.73,299.55,4997.0,4997.0,3461.0,3461.0,0.972,25-54,yes,yes,no,Reached shelter
Site 124,B_placement_optimized,42,26-149957,OPT2,yes,1056.0,10459.0,51.77,299.55,5001.0,5001.0,3395.0,3395.0,0.961,18-24,no,no,yes,Reached shelter
Site 732,B_placement_optimized,42,26-129836,OPT2,yes,1056.0,9180.0,51.77,299.55,5001.0,5001.0,3359.0,3359.0,0.955,70+,yes,no,yes,Reached shelter
Site 855,B_placement_optimized,42,25-212229,OPT2,yes,1056.0,8001.0,51.77,299.55,5001.0,5001.0,3335.0,3335.0,0.946,18-24,yes,no,no,Reached shelter
Site 944,B_placement_optimized,42,26-140587,OPT2,yes,1056.0,8314.0,51.77,299.55,5001.0,5001.0,3340.0,3340.0,0.952,25-54,yes,yes,no,Reached shelter
Site 1145,B_placement_optimized,42,25-145493,OPT2,yes,1056.0,14716.0,51.77,299.55,5001.0,5001.0,3521.0,3521.0,0.947,25-54,yes,no,no,Reached shelter
Site 1188,B_placement_optimized,42,26-129946,OPT2,yes,1056.0,16858.0,51.77,299.55,5001.0,5001.0,3580.0,3580.0,0.95,25-54,yes,no,no,Reached shelter
Site 1709,B_placement_optimized,42,25-113003,OPT2,yes,1056.0,8467.0,51.77,299.55,5001.0,5001.0,3341.0,3341.0,0.966,55-69,no,yes,yes,Reached shelter
Site 1,B_placement_optimized,42,25-222229,OPT2,yes,1057.0,15932.0,51.81,299.55,5006.0,5006.0,3570.0,3570.0,0.927,25-54,yes,no,no,Reached shelter
Site 51,B_placement_optimized,42,26-119730,OPT2,yes,1057.0,16076.0,51.81,299.55,5006.0,5006.0,3569.0,3569.0,0.941,25-54,yes,no,no,Reached shelter
Site 105,B_placement_optimized,42,25-112633,OPT2,yes,1057.0,15784.0,51.81,299.55,5006.0,5006.0,3569.0,3569.0,0.92,25-54,yes,no,no,Reached shelter
Site 146,B_placement_optimized,42,25-145420,OPT2,yes,1057.0,9699.0,51.81,299.55,5006.0,5006.0,3390.0,3390.0,0.924,25-54,yes,no,no,Reached shelter
Site 348,B_placement_optimized,42,25-201643,OPT2,yes,1057.0,8934.0,51.81,299.55,5006.0,5006.0,3364.0,3364.0,0.936,55-69,yes,no,no,Reached shelter
Site 364,B_placement_optimized,42,25-222160,OPT2,yes,1057.0,11978.0,51.81,299.55,5006.0,5006.0,3453.0,3453.0,0.931,25-54,no,no,no,Reached shelter
Site 544,B_placement_optimized,42,25-145247,OPT2,yes,1057.0,11505.0,51.81,299.55,5006.0,5006.0,3439.0,3439.0,0.937,25-54,yes,no,no,Reached shelter
Site 875,B_placement_optimized,42,26-109509,OPT2,yes,1057.0,10450.0,51.81,299.55,5006.0,5006.0,3411.0,3411.0,0.928,25-54,no,no,no,Reached shelter
Site 915,B_placement_optimized,42,25-201675,OPT2,yes,1057.0,12523.0,51.81,299.55,5006.0,5006.0,3470.0,3470.0,0.93,55-69,yes,yes,no,Reached shelter
Site 938,B_placement_optimized,42,25-222008,OPT2,yes,1057.0,12000.0,51.81,299.55,5006.0,5006.0,3455.0,3455.0,0.93,25-54,yes,no,no,Reached shelter
Site 1152,B_placement_optimized,42,25-145052,OPT2,yes,1057.0,14234.0,51.81,299.55,5006.0,5006.0,3520.0,3520.0,0.931,25-54,yes,no,no,Reached shelter
Site 1181,B_placement_optimized,42,25-212239,OPT2,yes,1057.0,14420.0,51.81,299.55,5006.0,5006.0,3527.0,3527.0,0.928,55-69,no,no,yes,Reached shelter
Site 1238,B_placement_optimized,42,26-140165,OPT2,yes,1057.0,12600.0,51.81,299.55,5006.0,5006.0,3470.0,3470.0,0.939,55-69,yes,yes,no,Reached shelter
Site 1571,B_placement_optimized,42,25-201378,OPT2,yes,1057.0,12010.0,51.81,299.55,5006.0,5006.0,3453.0,3453.0,0.938,55-69,yes,no,no,Reached shelter
Site 1673,B_placement_optimized,42,25-145458,OPT2,yes,1057.0,16700.0,51.81,299.55,5006.0,5006.0,3593.0,3593.0,0.927,25-54,yes,no,no,Reached shelter
Site 614,B_placement_optimized,42,26-140115,OPT2,yes,1058.0,11286.0,51.86,299.55,5011.0,5011.0,3446.0,3446.0,0.913,25-54,no,yes,yes,Reached shelter
Site 1000,B_placement_optimized,42,26-140454,OPT2,yes,1058.0,16573.0,51.86,299.55,5011.0,5011.0,3610.0,3610.0,0.9,55-69,no,no,no,Reached shelter
Site 1020,B_placement_optimized,42,25-102165,OPT2,yes,1058.0,12673.0,51.86,299.55,5011.0,5011.0,3495.0,3495.0,0.895,55-69,yes,no,no,Reached shelter
Site 1220,B_placement_optimized,42,25-167573,OPT2,yes,1058.0,14379.0,51.86,299.55,5011.0,5011.0,3544.0,3544.0,0.901,25-54,yes,no,no,Reached shelter
Site 1308,B_placement_optimized,42,25-201707,OPT2,yes,1058.0,10255.0,51.86,299.55,5011.0,5011.0,3415.0,3415.0,0.914,55-69,no,no,no,Reached shelter
Site 96,B_placement_optimized,42,25-123987,OPT2,yes,1059.0,8027.0,51.9,299.55,5016.0,5016.0,3366.0,3366.0,0.889,25-54,yes,no,no,Reached shelter
Site 838,B_placement_optimized,42,25-222072,OPT2,yes,1059.0,14875.0,51.9,299.55,5016.0,5016.0,3571.0,3571.0,0.89,25-54,yes,no,no,Reached shelter
Site 1323,B_placement_optimized,42,25-201496,OPT2,yes,1059.0,12493.0,51.9,299.55,5016.0,5016.0,3501.0,3501.0,0.884,25-54,yes,no,yes,Reached shelter
